image_id,text_en,text_id,label
871437724158480385,<user> has selected <user> to be spokesthing for the british people ... # didnotseethatcoming [  ],<user> telah memilih <user> sebagai juru bicara rakyat Inggris ... # tidak menyangka [  ],1
900881230580916224,<user> these kids are excited about the # 7thinningstretch  # funwithfamily,<user> Anak-anak ini sangat antusias dengan #7thinningstretch  #funwithfamily,1
902016654288326656,it 's strange ... i don 't ever remember seeing these signs of hate on the mainstream media anywhere ... did i miss this ?  # antifahate,Aneh juga ... aku nggak pernah ingat pernah melihat tanda-tanda kebencian seperti ini di media arus utama ... apa aku melewatkannya?  #antifahate,1
918550230546690048,the house is coming along slowly . class really misses <user> homebuilding expertise ! ! ,Pembangunan rumahnya berjalan lambat. Kelas ini benar-benar merindukan keahlian <user> dalam membangun rumah!! ,1
684751563454205952,this was too funny not to post  - hope you have a happy # winewednesday # funny # winelovers # wineoclock # wine,Ini terlalu lucu untuk tidak dibagikan  - semoga kalian menikmati #winewednesday #lucu #pecintaanggur #wineoclock #anggur,1
728697454175080449,thanks for the advanced notice <user>  # constructionseason # tornupsidewalks # blockeddriveway,Terima kasih atas pemberitahuannya <user>  #musimkonstruksi #trotoarrusak #jalanmasukterhalang,1
885954652336001024,"always room for one more , right . <user> . <user> . <user> ? # trumprussia # thenewpatriotism ","Selalu ada tempat untuk satu orang lagi, kan? <pengguna>. <pengguna>. <pengguna>? #trumprussia #thenewpatriotism ",1
721349486790975488,didn 't know that ,tidak tahu itu ,1
712994516379283457,how many # calories does  burn ? <user> <user> <user> # fashionblogger,Berapa banyak kalori yang terbakar? <pengguna> <pengguna> <pengguna> #fashionblogger,1
703292803229421568,surely gianni infantino is the man to put soccer ahead of money and the world ahead of europe  # fifaelection,Tentunya Gianni Infantino adalah sosok yang akan mengutamakan sepak bola daripada uang dan kepentingan dunia daripada Eropa  #pemilihanfifa,1
823321127758004224,# meme # memes # memesdaily # lol # lmaoo # lmfao # comedy # brutal # dark   # politics # vickivohe now that makes more sense ... lol,"# meme # meme # meme harian # lol # lmaoo # lmfao # komedi # brutal # gelap   # politik # vickivohe, sekarang baru masuk akal ... lol",1
823526446555602945," ( just in case you missed it , i 'm not really good at being pc ) emoji_156"," (Kalau-kalau kamu melewatkannya, aku memang nggak terlalu pandai bersikap sopan) emoji_156",1
830103394714939392,the beautiful los angeles river - why isn 't this a wonder of the world already ? ,Sungai Los Angeles yang indah — kenapa sungai ini belum masuk dalam daftar keajaiban dunia? ,1
710449542982819840,"a multi-millionaire w / wall st . ties vs a "" billionaire "" w / wall st . ties . how inspiring !  <user> emoji_82",Seorang multijutawan yang punya koneksi dengan Wall Street versus seorang “miliarder” yang punya koneksi dengan Wall Street. Sungguh menginspirasi!  <user> emoji_82,1
832320772295237636,stop breathing ! p . s . : this reminds of a lot of health advice i see nowadays . # thursdaythoughts # fail # lol # health ,Berhenti bernapas! P.S.: Ini mengingatkanku pada banyak saran kesehatan yang kulihat belakangan ini. #pikirankamis #gagal #lol #kesehatan ,1
715660361593020417,useful . <user>  # morestationsplease,berguna . <pengguna>  # tambahkanstasiun,1
828188799037497344,well that looks appetising ... <user>  # ubereats,"Wah, kelihatannya enak ... <pengguna>  # ubereats",1
700183392969756672,oh i so love working late from home  # work # ugh emoji_206,"Wah, aku sangat suka kerja lembur dari rumah  # kerja # ugh emoji_206",1
687723279520526336,<user> good to see you keep your beans fresh ... # ew ,<user> Senang melihat kamu menjaga kacang-kacanganmu tetap segar ... # ew ,1
851299799299174400,rofl # events # concerts  # music # fun emoji_15 emoji_15 emoji_15,rofl # acara # konser  # musik # seru emoji_15 emoji_15 emoji_15,1
693529529214611457,diva worthy ? perhaps . # advice ,Layak jadi diva? Mungkin saja. #saran ,1
823616855252336640,but i don 't understand why women marched ....  <user>,tapi aku nggak ngerti kenapa para wanita ikut demo ....  <user>,1
698723413162987521,"oh my god , i 'm so funny  ba dum tss ♫ ♪","Astaga, aku lucu banget, ba dum tss ♫ ♪",1
849109445581824001,"my friend layin ' down some 'sjw truth ' tonight : # nationalchampionship  yeah , makes as much sense as # payequity","Teman saya lagi ngomongin ‘kebenaran SJW’ malam ini: #kejuaraannasional  ya, sama masuk akalnya dengan #kesetaraanupah",1
794191412954853380,my stepsister posted this # savageaf # petty # holdthechill # savage # pettyaf # chill # nochill # demotivational  emoji_19 emoji_19 emoji_19 emoji_19,Kakak tiri perempuanku memposting ini # kejambanget # cemburu # tenangdulu # kejam # cemburubanget # tenang # nggaktenang # demotivasi  emoji_19 emoji_19 emoji_19 emoji_19,1
835436807953215490,there is nothing that can make a # pr pro get up on time than # deadline ! # pr_roast # prlife # prworld # prlife  # publicrelations,Tidak ada yang bisa membuat seorang #pr_pro bangun tepat waktu selain #deadline! #pr_roast #prlife #prworld #prlife #publicrelations,1
690561903580418048,"expecting  ? sorry . it 's # friday , i 'm too tired . # goveganfriday # fridayfeeling","Lagi hamil? Maaf. Ini #Jumat, aku terlalu capek. #goveganfriday #fridayfeeling",1
882067719184674816,maria was complaining of murths ... - george sanders as benjamin ballon in a shot in the dark ...  :),Maria mengeluh tentang Murths ... - George Sanders sebagai Benjamin Ballon dalam film *A Shot in the Dark* ...  :),1
850127880029970432,thank goodness <user> let all the kids out of school <num> minutes early yesterday .... that storm was super dangerous ! ,Syukurlah <user> membiarkan semua anak pulang dari sekolah <num> menit lebih awal kemarin.... badai itu sangat berbahaya! ,1
853859121694724096,is this mr . <user> was talking about . smith is slight better than msd .  # msdhoni,Apakah ini yang dimaksud oleh Tn. <user>? Smith sedikit lebih baik daripada MSD.  # msdhoni,1
882363765655834624,a brilliant move by the <user> front office to move shaw ,langkah cerdas dari manajemen <user> untuk memindahkan Shaw ,1
921278376085803008,day 18 ! ! ! # inktober2017 i love how i 'm drawing daily ; - ; ,Hari ke-18 !!! #inktober2017 Aku suka banget bisa menggambar setiap hari ; - ; ,1
817523663897501696,pretty much ...  # me # truestory emoji_204,kurang lebih ...  # aku # kisahnyata emoji_204,1
828966943214432256,so proud of <user> 's efforts to fill the swamp with republican donors . great job . ,Sungguh bangga dengan upaya <user> untuk menggalang donatur Partai Republik. Kerja bagus. ,1
709380107203260417,this spring break thing is really hard .  – 在 kindred coffee co .,Liburan musim semi ini benar-benar melelahkan.  – Di Kindred Coffee Co.,1
700626309228183552,attention to detail … # apple ,perhatian terhadap detail … #apple ,1
717042051074891776,<user> supporting donald trump aka his role model ,<pengguna> yang mendukung Donald Trump alias panutannya ,1
823971155061116928,i need this jumper ! # dailylifestruggles # barista  emoji_156 emoji_15,Aku butuh sweter ini! #perjuangan_sehari-hari #barista  emoji_156 emoji_15,1
692846957883076608,don 't i look lovely with a huge oxygen tube on haha ,“Kelihatan cantik nggak sih aku dengan selang oksigen besar ini? Haha” ,1
865488370838851585,i know few of them ; bloody as * holes ( askholes )  ,Aku kenal beberapa dari mereka; orang-orang yang sangat menyebalkan (orang-orang yang suka bertanya)  ,1
827027433173889024,how does a # pr # whatsapp looks like ! ;) # pr_roast  # prlife # pr # publicrelations # communication # socialmedia # digitallife,Seperti apa sih #pr #WhatsApp itu! ;) #pr_roast  #prlife #pr #hubunganmasyarakat #komunikasi #media sosial #kehidupan digital,1
837546519892877313,tree of life ....  # lifestories # lifeinpieces # lifeiswhy # staypositive # findnewroads # positivethoughts,pohon kehidupan ....  #kisahhidup #hidupdalampotongan #hidupadalahalasannya #tetappositif #menemukanjalurbaru #pikiranspositif,1
717616608114511872,lovely bus for travelling to london ,bus yang nyaman untuk bepergian ke London ,1
921594955138781184,you just have to call her name if you are angry at her . ,Kamu tinggal memanggil namanya saja kalau kamu marah padanya. ,1
900535065507241986,cause # blackandwhite photos are # cool ...  # sofunny # newprofilepic,karena # foto hitam-putih itu # keren ...  # lucu banget # foto profil baru,1
884496200661184512,feeling super proud  emoji_517 emoji_517 emoji_517 emoji_517,merasa sangat bangga  emoji_517 emoji_517 emoji_517 emoji_517,1
706657778140471298,avril lavigne on being one of the best creative minds of our time .  emoji_19,Avril Lavigne tentang statusnya sebagai salah satu tokoh paling kreatif di zaman kita.  emoji_19,1
821509072222650371,ah ... now that 's super helpful ! lol  # youhadonejob # insertnamehere emoji_549 emoji_62,Ah... itu sangat membantu! lol  #kamuharusnyabisa #masukkannamamu di sini emoji_549 emoji_62,1
818541279554498561,good one ! ! # fictionary # sassy  <user> <user>,Bagus banget!! #fiksi #cerdas  <pengguna> <pengguna>,1
844090891266490368,tru that .  # funny # school2017 # classroom,Benar juga.  # lucu # sekolah2017 # ruangkelas,1
845366369050865664,"<user> no jerry it doesn 't look bad at all , your only missing your mouth . ","<user> Tidak, Jerry, itu sama sekali tidak terlihat buruk, yang kurang cuma mulutmu. ",1
900218985140113409,"hey # nintendo just a + job on match pairing , thank u so much for letting me play ur amazing game die & respawn simulator # splatoon2 ","Hai #Nintendo, kerja bagus soal sistem pencocokan pertandingan. Terima kasih banyak sudah membiarkan aku memainkan game kalian yang luar biasa, simulator mati dan respawn #Splatoon2 ",1
928872445695553536,"the vision vancouver bike lanes are so crowded with cyclists ( "" how crowded are they ? ! ? "" ) , they 're so crowded that vision vancouver wants skateboarders to use them . # vanpoli ","Jalur sepeda Vision Vancouver begitu padat dengan pengendara sepeda (“Seberapa padat sih?!?”), sampai-sampai Vision Vancouver ingin agar para pemain skateboard juga menggunakannya. #vanpoli ",1
728641891726548992,"well you 're right on the ball , aren 't you jj ...  they were never together , you effing idiots ! !","Wah, kamu memang jeli banget, ya, JJ...  Mereka kan nggak pernah pacaran, kalian ini bodoh banget!!",1
891287306786570240,"farhanakhter , singer ? women hate attention ? # oyestandup <user> tom 6pm # standupcomedy  # lol # comedy # weekend # monsoon","farhanakhter, penyanyi? Wanita benci jadi pusat perhatian? #oyestandup <pengguna> tom 18.00 #standupcomedy #lol #komedi #akhirpekan #musimhujan",1
702567925698338816,"hard at "" not "" working in jesse hall with other grad students who may be employees  # iworkformizzou",sibuk “bukan” bekerja di Jesse Hall bersama mahasiswa pascasarjana lain yang mungkin merupakan karyawan  # iworkformizzou,1
710931422496817152,<user> woah man .... nice going ! while you are up at it ... could you tell me where others are as well ? ,"<user> Wah, keren banget! Selagi kamu lagi ngelakuin itu... bisakah kamu kasih tahu aku di mana yang lainnya juga? ",1
810934821639884800,smashing service as usual ! such good money spent ! love my commute !  <user>,Layanan yang luar biasa seperti biasa! Uang yang dihabiskan benar-benar sepadan! Saya suka perjalanan pulang-pergi saya!  <pengguna>,1
818506785938165762,the app has been made download # kenby on appstore !  # startup # social # influencer # appstore # newapp emoji_402 emoji_206 emoji_2463 emoji_1689,Aplikasi ini sudah bisa diunduh #kenby di App Store!  #startup #sosial #influencer #AppStore #aplikasibaru emoji_402 emoji_206 emoji_2463 emoji_1689,1
897805587966308352,the best way get back to it # caffeinaddicts # theroastedbeans # coffeequotes # coffeeholic # coffeememes # coffee  # funnyquotes emoji_2086 emoji_2228,cara terbaik untuk kembali ke rutinitas #pecandu_kafein #biji_kopi_panggang #kutipan_kopi #pecandu_kopi #meme_kopi #kopi  #kutipan_lucu emoji_2086 emoji_2228,1
887806971314749440,"why would anyone go to the oncologist office when you can cure cancer by going vegan , or just get rid of it w / juice detoxes ? duh . ","Kenapa sih orang-orang harus ke dokter onkologi kalau kanker bisa disembuhkan dengan jadi vegan, atau cukup dihilangkan dengan detoks jus? Duh. ",1
732652452919541762,fantastic # nightfall rewards <user>  # ps4share,luar biasa # hadiah senja <pengguna>  # ps4share,1
884593874181685248,thanks for the spoiler <user> ! i didn 't want to find out who won hoh on my own anyway . ,"Terima kasih atas spoilernya, <user>! Lagipula, aku memang nggak mau tahu sendiri siapa yang menang di HOH. ",1
940002603911602182,"buy this t-shirt , art print , phone cover ( and much more ) . links in my profile . # cat # cats # kitten   # mean # people # ew # alone # introvert # funny # antisocial # awkward # home # homealone # quote # quotes # mood # moody # attitude # insult # adult # netflixandchill # kittens","beli kaos ini, cetakan seni, casing ponsel (dan masih banyak lagi). tautan ada di profil saya. #kucing #kucing-kucing #anakkucing   #kejam #orang #ih #sendirian #introvert #lucu #antisosial #canggung #rumah #sendiriandirumah #kutipan #kutipan-kutipan #suasana #moody #sikap #hinaan #dewasa #netflixandchill #anakkucing",1
688140954750955520,not at all cynical .  # fridayfeeling,sama sekali tidak sinis.  #fridayfeeling,1
881122257300475905,"nice pants , can i test the zipper ?  # naughty # funny # sexyblonde","Celana yang bagus, bolehkah aku mencoba ritsletingnya?  # nakal # lucu # pirangseksi",1
909499408185679872,humanity has gone too far ... # pumpkin # pumpkinspice # pumpkineverything # fall # pumpkinspicelatte   # memes # meme # halloween,Umat manusia sudah keterlaluan ... #labu #rasalabu #semua-tentang-labu #musim-gugur #latte-rasalabu   #meme #meme #halloween,1
702578148110680064,good one panda . ( insert  ),"Bagus, Panda. (sisipkan)",1
868555509816807426,"oh , no . this is a mistake . russia is a potential threat .  nato must protect , isn 't it ? ! # g7 emoji_549","Oh, tidak. Ini salah. Rusia adalah ancaman potensial. NATO harus melindunginya, bukan begitu?! #g7 emoji_549",1
920425310855811072,she must not realize she looks like the bigger idiot  # funny,dia pasti nggak sadar kalau dia kelihatan lebih bodoh  # lucu,1
707769953953431553,"free # healthcare ? this man bernie sanders is a communist , just like canadians .  # feelthebern # demdebate","#layanan_kesehatan_gratis? Pria bernama Bernie Sanders ini adalah seorang komunis, sama seperti orang Kanada. #feelthebern #demdebate",1
932995346787168258,rules are made to be broken  # funny,Aturan dibuat untuk dilanggar  # lucu,1
862450848978399234,a d . c . team hasn 't won a spot in a conference final since 1998 ? really ?  # capsvspens # capspens,Tim A.D.C. belum pernah lolos ke final konferensi sejak 1998? Benarkah?  #capsvspens #capspens,1
903728974047584256,any of my fellow californians relate right now ? # california # hot # vacation # movie   memes # chevychase,"Ada yang bisa relate dengan ini, teman-teman di California? #california #panas #liburan #memefilm #chevychase",1
920112738856251392,"i call this the "" might make another sandwich might not ""  # funny","Aku menyebutnya “mungkin bikin sandwich lagi, mungkin nggak”  # lucu",1
695187209746583552,"awesome traffic , thanks a bunch for lovely customers ","Lalu lintas yang luar biasa, terima kasih banyak untuk para pelanggan yang ramah ",1
895014422128713728,you can tell by the sloppy glue and the removal of the load bearing beam that these # plumbers were experts tradesman . # unsafe  # wut,"Dari lem yang berantakan dan pembongkaran balok penopang beban itu, jelas terlihat bahwa para tukang ledeng ini adalah para ahli di bidangnya. #tidakaman #wut",1
779246918324989952,"my new bff !  <user> sent me this lame , spam direct message when i foolishly followed . # blocked # reported",Sahabat baruku!  <pengguna> mengirimiku pesan langsung yang norak dan spam ini setelah aku dengan bodohnya mengikuti akunnya. # diblokir # dilaporkan,1
722926421136384000,guess this dude works in the cowboys front office . so much good insight . # rollseyes ,Kayaknya orang ini kerja di kantor pusat Cowboys. Banyak banget wawasan yang bagus. #geleng-geleng-kepala ,1
893085464256802816,that 's my new coffee mug # scienceinthesoul # motivation  <user>,Ini cangkir kopi baruku #scienceinthesoul #motivasi  <user>,1
910501753178791936,"hearing dated september 28 , 2016 . integrity ensured ! well done ! # unitedstatescongress ",Sidang pada tanggal 28 September 2016. Integritas terjamin! Bagus sekali! #kongresasamerika ,1
836861556390510593,* literally me on <user> * # stdavidsday  # felizmiercoles emoji_156,* persis seperti aku di <user> * #stdavidsday  #felizmiercoles emoji_156,1
839919308356665344,who would have thought dr . seuss was a radical ? # drseuss  # satire,Siapa sangka Dr. Seuss ternyata seorang radikal? #drseuss #satire,1
712979546828619776,thank you mother nature . hoping we don 't lose any tree branches . ,"Terima kasih, Ibu Pertiwi. Semoga tidak ada dahan pohon yang patah. ",1
725018007563603969,"from our # portland me office : well , it was nice out yesterday ...  # snowinapril","dari kantor kami di #portland_me: wah, cuacanya bagus kemarin...  #salju_di_bulan_april",1
698386890005835777,"that 's cool <user> , i totally don 't pay for <num> mbps download ...  not even <num> mbps ! ! emoji_75","“Keren, <user>,” aku sama sekali nggak bayar buat kecepatan unduh <num> Mbps... bahkan nggak sampai <num> Mbps!! emoji_75",1
909025478672998400,at least <user> doesnt fear a con artist who 4years laundered russian $ thru german banks then used the $ to hijack the <user> ,"Setidaknya <user> tidak takut pada penipu yang selama 4 tahun mencuci uang Rusia melalui bank-bank Jerman, lalu menggunakan uang itu untuk menguasai <user> ",1
829994925437526018,true # story of a # pr pro ! # pr_roast # prlife # prlove # prworld  # bikgayiyehgormint # publicrelations # communications,kisah # nyata seorang # profesional humas ! # pr_roast # prlife # prlove # prworld  # bikgayiyehgormint # hubunganmasyarakat # komunikasi,1
927642921008074754,"yes , well played .  # witty <user>","Ya, bagus sekali.  # jenaka <pengguna>",1
839115018054549504,so you came up with # thehungergames for pharmaceuticals ? this will end well ..... (  ),"Jadi, kamu yang mencetuskan tagar #thehungergames untuk industri farmasi? Ini pasti akan berakhir dengan baik..... (  )",1
721383037959860224,he sure does have arrogance and incompetence . # usa # politics  # obama # election,Dia memang benar-benar sombong dan tidak kompeten. #usa #politik #obama #pemilu,1
894810169263005696,here 's how a pr pro who also happens to be a # got aficionado replies to client 's feedback . # pr_roast #  # pr # publicrelations # got7,Begini cara seorang profesional humas yang juga penggemar berat #Got7 menanggapi masukan dari klien. #pr_roast # #pr #humas #got7,1
925000460565655554,halloween ,Halloween ,1
722483568413310976, on point emoji_113, tepat sasaran emoji_113,1
883663535414300672,the little dark spots along this field drive indicate that it rained here last night . whoo hoo ! ! ! !  # kearneycodrought17 continues,Bintik-bintik kecil berwarna gelap di sepanjang jalan ini menandakan bahwa semalam turun hujan di sini. Hore! ! ! !  #kearneycodrought17 berlanjut,1
822200251281002496,got my new fireplace from <user> today ! ! i 'm so excited ! ,Hari ini aku dapat perapian baru dari <user>!! Aku sangat senang!! ,1
927331611049312257,why do i always do this ? ? i can 't help myself ! <user> from <user> - only  # laughingisbestmedicine # funny # lol,Kenapa sih aku selalu begini? Aku nggak bisa menahan diri! <pengguna> dari <pengguna> - hanya  #tertawalahobatterbaik #lucu #lol,1
917454138933465091,the joy of # wondermedia # linux # arm soc debugging ....  ... where something like screen contrast changes w each soc release,Kegembiraan dalam #wondermedia #linux #debugging-SoC-ARM ....  ... di mana hal-hal seperti kontras layar berubah pada setiap rilis SoC,1
697719316645601280,nice warm running weather this morning ... ,Cuaca yang hangat dan nyaman untuk berlari pagi ini ... ,1
909629620877713408,real face of dirty # politics # snake .. # public # elephant ... # nation # changeisneeded # india # mycountry ,wajah sebenarnya dari politik kotor # politik # ular .. # publik # gajah ... # bangsa #perubahanperlakukan # india # negeriku ,1
726847431854313472,i 'm pretty sure this cookie cake isn 't big enough . ,Aku cukup yakin kue kue kering ini ukurannya kurang besar. ,1
917370768614416385,"jair bolsonaro , the <num> brazilian presidential candidate seeks support in the us . trumptastic ! # bolsonaronãomerepresenta ","Jair Bolsonaro, calon presiden Brasil ke-<num>, mencari dukungan di AS. Luar biasa ala Trump! #BolsonaroTidakMewakiliSaya ",1
889172032658845696,""" is dis mah good side ? "" .  # goofypitbull # adoptthecropped # doofus # derpface # egalitarianeli","“Ini sisi baiknya, ya?”  #goofypitbull #adoptthecropped #doofus #derpface #egalitarianeli",1
926854741887541248,"mom 's sirius 50s pop hits on direct tv , sounds like a quasi rap song & he says jack asses , needs a parental advisory # thuglife ","Lagu-lagu pop tahun 50-an dari Sirius di Direct TV, terdengar seperti lagu rap semi-formal & dia menyebut kata-kata kasar, perlu peringatan untuk orang tua #thuglife ",1
873194966687916032,happy friday ! # weekend # fridayfeeling  # lol # thisis40,Selamat hari Jumat! #akhirpekan #suasajahariJumat #lol #inilahusia40,1
725711205957046272,my story !  emoji_19,ceritaku!  emoji_19,1
734143833567580161,everybody listen to the big harvard white lady . she knows all . # sexwork ,"“Dengarkan semua orang, dengarkan wanita kulit putih dari Harvard itu. Dia tahu segalanya. #pekerja_seks” ",1
827365466456936448,<user> # nowallnoban # ikea  way to go ikea !,"<pengguna> # nowallnoban # ikea  bagus banget, ikea!",1
830033008187031552,i just love setting an example by getting to work before everyone else . waking up at 3:30 am is so rewarding . ,Aku sangat suka memberi teladan dengan mulai bekerja lebih awal dari orang lain. Bangun jam 3.30 pagi sungguh sangat memuaskan. ,1
850350213286039553,"i think we need to add more levels to creative career paths , this seems like the best way to label it . ","Menurut saya, kita perlu menambahkan lebih banyak tingkatan pada jalur karier kreatif; sepertinya ini cara terbaik untuk menyebutnya. ",1
924332923968544768,"thanks james , i really hadn ’ t worked that out for myself ","Terima kasih, James, aku memang belum menyadarinya sendiri ",1
921267141009014784,i never knew <user> was that notorious  # highcourt # india # bans,Aku tidak pernah tahu kalau <user> begitu terkenal karena kelakuannya yang buruk  # pengadilan_agung # india # larangan,1
923313011418451970,"another night having to grind out belgian beer styles , studying for certified <user> . bloody nightmare # beer # nightmare  emoji_156","Malam lagi harus menguasai gaya bir Belgia, belajar untuk sertifikasi <user>. Benar-benar mimpi buruk #bir #mimpi_buruk  emoji_156",1
873511193905856513,if lays started making beer  # lays # beer,jika Lays mulai memproduksi bir  # Lays # bir,1
713786155305570305,i wouldn 't open that door # comedy ,Aku nggak bakal buka pintu itu #komedi ,1
842623742484205568,your neighbours when you bring a girl at your home ! ! # lol # funny ,Tetangga-tetanggamu kalau kamu bawa cewek ke rumahmu!! # lol # lucu ,1
885084629123858433,the 5th day . wow that is two times faster than yesterday  - - - <user>,"Hari ke-5. Wah, itu dua kali lebih cepat dari kemarin  - - - <pengguna>",1
913433776931397633,"guys look ! it 's our next president ! and you thought trump was great , just wait to meet this guy . ","Hei, lihat! Ini presiden kita yang baru! Kalian pikir Trump hebat? Tunggu saja sampai kalian bertemu orang ini. ",1
